userid,college,status
40_IL_72,Saint Louis University,accepted
40_IL_72,Illinois College,accepted
40_IL_72,Stevenson University,accepted
40_IL_72,"University of Nevada, Las Vegas",accepted
40_IL_72,Central Connecticut State University,pending
40_IL_72,Williams College,denied
40_IL_73,Texas Christian University,accepted
40_IL_73,University of Central Florida,accepted
40_IL_73,Indiana University Bloomington,accepted
40_IL_73,Kalamazoo College,accepted
40_IL_73,Temple University,accepted
40_IL_73,Vassar College,denied
40_IL_73,Stevenson University,accepted
40_IL_73,"University of Nevada, Las Vegas",accepted
40_IL_73,Central Connecticut State University,accepted
40_IL_73,Williams College,denied
40_IL_74,University of Central Florida,accepted
40_IL_74,Indiana University Bloomington,accepted
40_IL_74,Texas Christian University,accepted
40_IL_74,Kalamazoo College,accepted
40_IL_74,Saint Louis University,accepted
40_IL_74,Illinois College,pending
40_IL_74,Stevenson University,pending
40_IL_74,"University of Nevada, Las Vegas",accepted
40_IL_74,Central Connecticut State University,accepted
40_IL_74,Williams College,pending
40_IL_75,Texas Christian University,accepted
40_IL_75,University of Central Florida,accepted
40_IL_75,Indiana University Bloomington,accepted
40_IL_75,Kalamazoo College,accepted
40_IL_75,Saint Louis University,accepted
40_IL_75,Illinois College,accepted
40_IL_75,Stevenson University,accepted
40_IL_75,"University of Nevada, Las Vegas",accepted
40_IL_75,Central Connecticut State University,accepted
40_IL_75,Williams College,denied
40_IL_76,Texas Christian University,accepted
40_IL_76,University of Central Florida,accepted
40_IL_76,Indiana University Bloomington,accepted
40_IL_76,Kalamazoo College,accepted
40_IL_76,Saint Louis University,accepted
40_IL_76,Illinois College,accepted
40_IL_76,Stevenson University,accepted
40_IL_76,"University of Nevada, Las Vegas",pending
40_IL_76,Central Connecticut State University,accepted
40_IL_76,Williams College,denied
40_IL_77,Texas Christian University,accepted
40_IL_77,University of Central Florida,accepted
40_IL_77,Indiana University Bloomington,accepted
40_IL_77,Kalamazoo College,accepted
40_IL_77,Missouri University of Science and Technology,accepted
40_IL_77,Stevenson University,accepted
40_IL_77,"University of Nevada, Las Vegas",accepted
40_IL_77,Vassar College,denied
40_IL_77,Central Connecticut State University,accepted
40_IL_77,Williams College,denied
40_IL_78,Texas Christian University,accepted
40_IL_78,University of Central Florida,accepted
40_IL_78,Indiana University Bloomington,accepted
40_IL_78,Kalamazoo College,accepted
40_IL_78,Temple University,accepted
40_IL_78,Vassar College,denied
40_IL_78,Stevenson University,accepted
40_IL_78,"University of Nevada, Las Vegas",accepted
40_IL_78,Central Connecticut State University,accepted
40_IL_78,Williams College,denied
40_IL_79,Texas Christian University,accepted
40_IL_79,University of Central Florida,accepted
40_IL_79,Indiana University Bloomington,accepted
40_IL_79,Kalamazoo College,accepted
40_IL_79,Saint Louis University,accepted
40_IL_79,Illinois College,accepted
40_IL_79,Stevenson University,accepted
40_IL_79,"University of Nevada, Las Vegas",accepted
40_IL_79,Central Connecticut State University,accepted
40_IL_79,Williams College,denied
40_KS_80,Kalamazoo College,accepted
40_KS_80,University of Central Florida,accepted
40_KS_80,Indiana University Bloomington,accepted
40_KS_80,Texas Christian University,accepted
40_KS_80,Saint Louis University,accepted
40_KS_80,Illinois College,pending
40_KS_80,Stevenson University,accepted
40_KS_80,Williams College,denied
40_KS_80,"University of Nevada, Las Vegas",accepted
40_KS_80,Central Connecticut State University,accepted
40_KS_81,University of Central Florida,accepted
40_KS_81,Indiana University Bloomington,accepted
40_KS_81,Texas Christian University,accepted
40_KS_81,Kalamazoo College,accepted
40_KS_81,Saint Louis University,accepted
40_KS_81,Illinois College,accepted
40_KS_81,Stevenson University,accepted
40_KS_81,"University of Nevada, Las Vegas",pending
40_KS_81,Central Connecticut State University,accepted
40_KS_81,Williams College,denied
40_KS_82,Texas Christian University,accepted
40_KS_82,University of Central Florida,pending
40_KS_82,Indiana University Bloomington,accepted
40_KS_82,Kalamazoo College,accepted
40_KS_82,Temple University,pending
40_KS_82,Vassar College,denied
40_KS_82,Stevenson University,accepted
40_KS_82,"University of Nevada, Las Vegas",accepted
40_KS_82,Central Connecticut State University,pending
40_KS_82,Williams College,denied
40_KS_83,Texas Christian University,accepted
40_KS_83,University of Central Florida,accepted
40_KS_83,Indiana University Bloomington,accepted
40_KS_83,Kalamazoo College,accepted
40_KS_83,Saint Louis University,accepted
40_KS_83,Illinois College,accepted
40_KS_83,Stevenson University,accepted
40_KS_83,"University of Nevada, Las Vegas",accepted
40_KS_83,Central Connecticut State University,pending
40_KS_83,Williams College,denied
40_KS_84,University of Central Florida,accepted
40_KS_84,Indiana University Bloomington,accepted
40_KS_84,Texas Christian University,accepted
40_KS_84,Kalamazoo College,accepted
40_KS_84,Saint Louis University,accepted
40_KS_84,Illinois College,accepted
40_KS_84,Stevenson University,accepted
40_KS_84,"University of Nevada, Las Vegas",accepted
40_KS_84,Central Connecticut State University,pending
40_KS_84,Williams College,denied
40_KS_85,Texas Christian University,accepted
40_KS_85,University of Central Florida,accepted
40_KS_85,Indiana University Bloomington,accepted
40_KS_85,Kalamazoo College,accepted
40_KS_85,Temple University,accepted
40_KS_85,Vassar College,denied
40_KS_85,Stevenson University,accepted
40_KS_85,"University of Nevada, Las Vegas",pending
40_KS_85,Central Connecticut State University,accepted
40_KS_85,Williams College,denied
40_KS_86,University of Central Florida,pending
40_KS_86,Indiana University Bloomington,accepted
40_KS_86,Texas Christian University,accepted
40_KS_86,Kalamazoo College,accepted
40_KS_86,Saint Louis University,pending
40_KS_86,Illinois College,accepted
40_KS_86,Stevenson University,accepted
40_KS_86,"University of Nevada, Las Vegas",accepted
40_KS_86,Central Connecticut State University,accepted
40_KS_86,Williams College,denied
40_KS_87,Texas Christian University,accepted
40_KS_87,University of Central Florida,accepted
40_KS_87,Indiana University Bloomington,accepted
40_KS_87,Kalamazoo College,accepted
40_KS_87,Saint Louis University,accepted
40_KS_87,Illinois College,pending
40_KS_87,Stevenson University,accepted
40_KS_87,"University of Nevada, Las Vegas",accepted
40_KS_87,Central Connecticut State University,accepted
40_KS_87,Williams College,denied
40_KS_88,Kalamazoo College,accepted
40_KS_88,University of Central Florida,accepted
40_KS_88,Indiana University Bloomington,accepted
40_KS_88,Texas Christian University,pending
40_KS_88,Saint Louis University,accepted
40_KS_88,Illinois College,accepted
40_KS_88,Stevenson University,accepted
40_KS_88,Williams College,denied
40_KS_88,"University of Nevada, Las Vegas",accepted
40_KS_88,Central Connecticut State University,accepted
40_KS_89,Texas Christian University,accepted
40_KS_89,University of Central Florida,accepted
40_KS_89,Indiana University Bloomington,accepted
40_KS_89,Kalamazoo College,accepted
40_KS_89,Saint Louis University,accepted
40_KS_89,Illinois College,accepted
40_KS_89,Stevenson University,accepted
40_KS_89,"University of Nevada, Las Vegas",accepted
40_KS_89,Central Connecticut State University,accepted
40_KS_89,Williams College,denied
40_KS_90,Texas Christian University,accepted
40_KS_90,University of Central Florida,accepted
40_KS_90,Indiana University Bloomington,accepted
40_KS_90,Kalamazoo College,accepted
40_KS_90,Temple University,accepted
40_KS_90,Vassar College,denied
40_KS_90,Stevenson University,accepted
40_KS_90,"University of Nevada, Las Vegas",accepted
40_KS_90,Central Connecticut State University,accepted
40_KS_90,Williams College,pending
40_KS_91,Kalamazoo College,accepted
40_KS_91,University of Central Florida,accepted
40_KS_91,Indiana University Bloomington,accepted
40_KS_91,Texas Christian University,accepted
40_KS_91,Saint Louis University,accepted
40_KS_91,Illinois College,accepted
40_KS_91,Stevenson University,accepted
40_KS_91,Williams College,denied
40_KS_91,"University of Nevada, Las Vegas",accepted
40_KS_91,Central Connecticut State University,accepted
40_KS_92,Texas Christian University,accepted
40_KS_92,University of Central Florida,pending
40_KS_92,Indiana University Bloomington,accepted
40_KS_92,Kalamazoo College,pending
40_KS_92,Temple University,pending
40_KS_92,Vassar College,denied
40_KS_92,Stevenson University,accepted
40_KS_92,"University of Nevada, Las Vegas",accepted
40_KS_92,Central Connecticut State University,accepted
40_KS_92,Williams College,denied
40_KS_93,Texas Christian University,accepted
40_KS_93,University of Central Florida,accepted
40_KS_93,Indiana University Bloomington,accepted
40_KS_93,Kalamazoo College,accepted
40_KS_93,Saint Louis University,accepted
40_KS_93,Illinois College,accepted
40_KS_93,Stevenson University,accepted
40_KS_93,"University of Nevada, Las Vegas",accepted
40_KS_93,Central Connecticut State University,accepted
40_KS_93,Williams College,denied
40_KS_94,Kalamazoo College,accepted
40_KS_94,University of Central Florida,accepted
40_KS_94,Indiana University Bloomington,accepted
40_KS_94,Texas Christian University,accepted
40_KS_94,Saint Louis University,accepted
40_KS_94,Illinois College,accepted
40_KS_94,Stevenson University,accepted
40_KS_94,Williams College,denied
40_KS_94,"University of Nevada, Las Vegas",accepted
40_KS_94,Central Connecticut State University,accepted
40_KS_95,Texas Christian University,accepted
40_KS_95,University of Central Florida,accepted
40_KS_95,Indiana University Bloomington,accepted
40_KS_95,Kalamazoo College,accepted
40_KS_95,Saint Louis University,accepted
40_KS_95,Illinois College,accepted
40_KS_95,Stevenson University,pending
40_KS_95,"University of Nevada, Las Vegas",accepted
40_KS_95,Central Connecticut State University,accepted
40_KS_95,Williams College,denied
40_KS_96,Texas Christian University,accepted
40_KS_96,University of Central Florida,accepted
40_KS_96,Indiana University Bloomington,accepted
40_KS_96,Kalamazoo College,accepted
40_KS_96,Saint Louis University,pending
40_KS_96,Illinois College,accepted
40_KS_96,Stevenson University,accepted
40_KS_96,"University of Nevada, Las Vegas",accepted
40_KS_96,Central Connecticut State University,accepted
40_KS_96,Williams College,denied
40_KS_97,University of Central Florida,accepted
40_KS_97,Indiana University Bloomington,accepted
40_KS_97,Texas Christian University,accepted
40_KS_97,Kalamazoo College,accepted
40_KS_97,Saint Louis University,pending
40_KS_97,Illinois College,pending
40_KS_97,Stevenson University,accepted
40_KS_97,"University of Nevada, Las Vegas",accepted
40_KS_97,Central Connecticut State University,pending
40_KS_97,Williams College,denied
40_KS_98,Kalamazoo College,accepted
40_KS_98,University of Central Florida,pending
40_KS_98,Indiana University Bloomington,accepted
40_KS_98,Texas Christian University,accepted
40_KS_98,Saint Louis University,accepted
40_KS_98,Illinois College,accepted
40_KS_98,Stevenson University,accepted
40_KS_98,Williams College,denied
40_KS_98,"University of Nevada, Las Vegas",accepted
40_KS_98,Central Connecticut State University,accepted
40_KS_99,University of Central Florida,accepted
40_KS_99,Indiana University Bloomington,accepted
40_KS_99,Texas Christian University,accepted
40_KS_99,Kalamazoo College,accepted
40_KS_99,Saint Louis University,accepted
40_KS_99,Illinois College,accepted
40_KS_99,Stevenson University,accepted
40_KS_99,"University of Nevada, Las Vegas",accepted
40_KS_99,Central Connecticut State University,accepted
40_KS_99,Williams College,pending
40_KS_100,University of Central Florida,accepted
40_KS_100,Indiana University Bloomington,accepted
40_KS_100,Texas Christian University,accepted
40_KS_100,Kalamazoo College,accepted
40_KS_100,Saint Louis University,accepted
40_KS_100,Illinois College,accepted
40_KS_100,Stevenson University,accepted
40_KS_100,"University of Nevada, Las Vegas",accepted
40_KS_100,Central Connecticut State University,accepted
40_KS_100,Williams College,denied
40_KS_101,Texas Christian University,accepted
40_KS_101,University of Central Florida,accepted
40_KS_101,Indiana University Bloomington,accepted
40_KS_101,Kalamazoo College,accepted
40_KS_101,Temple University,accepted
40_KS_101,Vassar College,pending
40_KS_101,Stevenson University,accepted
40_KS_101,"University of Nevada, Las Vegas",pending
40_KS_101,Central Connecticut State University,accepted
40_KS_101,Williams College,denied
40_KS_102,University of Central Florida,accepted
40_KS_102,Indiana University Bloomington,pending
40_KS_102,Texas Christian University,accepted
40_KS_102,Kalamazoo College,accepted
40_KS_102,Saint Louis University,accepted
